timestamp,agent,time_ms,reliability,score
2025-12-04T07:06:26,Agent_37,21.665,0.987,455.63
2025-12-04T07:06:26,Agent_38,30.697,0.994,323.83
2025-12-04T07:06:26,Agent_39,24.687,0.973,394.04
2025-12-04T07:06:26,Agent_40,21.883,0.998,455.86
2025-12-04T07:06:26,Agent_41,27.007,0.991,367.12
2025-12-04T07:06:26,Agent_42,21.406,0.999,466.61
2025-12-04T07:06:26,Agent_43,21.341,0.994,465.63
2025-12-04T07:06:26,Agent_44,29.727,0.995,334.71
2025-12-04T07:06:26,Agent_45,13.637,0.983,720.95
2025-12-04T07:06:26,Agent_46,12.708,0.973,765.54
2025-12-04T07:06:26,Agent_47,12.215,0.982,803.81
2025-12-04T07:06:26,Agent_48,26.832,0.982,365.87
2025-12-04T07:06:26,Agent_49,13.821,0.988,714.9
2025-12-04T07:06:26,Agent_50,10.8,0.976,904.11
2025-12-04T07:06:26,Agent_51,25.725,0.984,382.65
2025-12-04T07:06:26,Agent_52,23.237,0.99,425.94
2025-12-04T07:06:26,Agent_53,14.863,0.98,659.31
2025-12-04T07:06:26,Agent_54,23.1,0.978,423.23
2025-12-04T07:06:26,Agent_55,16.503,0.987,598.25
2025-12-05T07:06:26,Agent_1,14.832,0.973,656.14
2025-12-05T07:06:26,Agent_2,11.923,0.98,821.63
2025-12-05T07:06:26,Agent_3,29.152,0.974,334.06
2025-12-05T07:06:26,Agent_4,20.875,0.974,466.79
2025-12-05T07:06:26,Agent_5,14.588,0.982,673.31
2025-12-05T07:06:26,Agent_6,11.459,0.986,860.24
2025-12-05T07:06:26,Agent_7,22.789,0.988,433.71
2025-12-05T07:06:26,Agent_8,14.497,0.972,670.18
2025-12-05T07:06:26,Agent_9,20.171,0.973,482.57
2025-12-05T07:06:26,Agent_10,21.051,0.987,468.72
2025-12-05T07:06:26,Agent_11,27.278,0.975,357.59
2025-12-05T07:06:26,Agent_12,11.697,0.976,834.02
2025-12-05T07:06:26,Agent_13,21.784,0.988,453.47
2025-12-05T07:06:26,Agent_14,27.394,0.975,355.97
2025-12-05T07:06:26,Agent_15,10.764,0.982,912.68
2025-12-05T07:06:26,Agent_16,23.055,0.993,430.73
2025-12-05T07:06:26,Agent_17,14.942,0.976,653.53
2025-12-05T07:06:26,Agent_18,14.941,0.981,656.44
2025-12-05T07:06:26,Agent_19,25.254,0.986,390.39
2025-12-05T07:06:26,Agent_20,19.544,0.996,509.45
2025-12-05T07:06:26,Agent_21,22.656,0.987,435.43
2025-12-05T07:06:26,Agent_22,19.704,0.991,502.79
2025-12-05T07:06:26,Agent_23,24.503,0.984,401.62
2025-12-05T07:06:26,Agent_24,19.073,0.996,522.0
2025-12-05T07:06:26,Agent_25,21.419,0.994,463.96
2025-12-05T07:06:26,Agent_26,24.654,0.977,396.36
2025-12-05T07:06:26,Agent_27,11.813,0.983,831.85
2025-12-05T07:06:26,Agent_28,15.601,0.998,639.46
2025-12-05T07:06:26,Agent_29,21.138,0.993,469.54
2025-12-05T07:06:26,Agent_30,19.691,0.985,500.23
2025-12-05T07:06:26,Agent_31,15.089,0.993,658.18
2025-12-05T07:06:26,Agent_32,12.186,0.997,818.43
2025-12-05T07:06:26,Agent_33,19.896,0.971,488.22
2025-12-05T07:06:26,Agent_34,14.7,0.995,676.76
2025-12-05T07:06:26,Agent_35,27.223,0.992,364.27
2025-12-05T07:06:26,Agent_36,14.716,0.99,672.77
2025-12-05T07:06:26,Agent_37,20.935,0.993,474.44
2025-12-05T07:06:26,Agent_38,21.327,0.997,467.39
2025-12-05T07:06:26,Agent_39,18.475,0.988,534.76
2025-12-05T07:06:26,Agent_40,26.482,0.993,374.83
2025-12-05T07:06:26,Agent_41,24.712,0.986,398.87
2025-12-05T07:06:26,Agent_42,12.661,0.989,780.77
2025-12-05T07:06:26,Agent_43,21.362,0.996,466.4
2025-12-05T07:06:26,Agent_44,13.301,0.991,744.85
2025-12-05T07:06:26,Agent_45,17.136,0.999,583.16
2025-12-05T07:06:26,Agent_46,20.01,0.986,492.73
2025-12-05T07:06:26,Agent_47,25.909,0.994,383.81
2025-12-05T07:06:26,Agent_48,24.514,0.971,396.27
2025-12-05T07:06:26,Agent_49,20.855,0.994,476.57
2025-12-05T07:06:26,Agent_50,16.063,0.977,608.38
2025-12-05T07:06:26,Agent_51,17.458,0.974,558.01
2025-12-05T07:06:26,Agent_52,12.956,0.976,753.17
2025-12-05T07:06:26,Agent_53,25.972,0.976,375.61
2025-12-05T07:06:26,Agent_54,26.867,0.976,363.36
2025-12-05T07:06:26,Agent_55,11.308,0.978,864.87
2025-12-05T07:06:27,Agent_1,12.675,0.989,780.38
2025-12-05T07:06:27,Agent_2,15.687,0.973,620.09
2025-12-05T07:06:27,Agent_3,14.692,0.991,674.18
2025-12-05T07:06:27,Agent_4,22.116,0.988,446.72
2025-12-05T07:06:27,Agent_5,21.845,0.985,450.7
2025-12-05T07:06:27,Agent_6,22.279,0.98,439.84
2025-12-05T07:06:27,Agent_7,28.212,0.984,348.87
2025-12-05T07:06:27,Agent_8,17.991,0.978,543.42
2025-12-05T07:06:27,Agent_9,17.055,0.994,583.11
2025-12-05T07:06:27,Agent_10,25.456,0.975,383.2
2025-12-05T07:06:27,Agent_11,17.538,0.988,563.36
2025-12-05T07:06:27,Agent_12,28.976,0.976,336.91
2025-12-05T07:06:27,Agent_13,12.827,0.973,758.74
2025-12-05T07:06:27,Agent_14,25.682,0.994,386.87
2025-12-05T07:06:27,Agent_15,21.113,0.994,470.83
2025-12-05T07:06:27,Agent_16,27.202,0.98,360.38
2025-12-05T07:06:27,Agent_17,13.033,0.987,757.66
2025-12-05T07:06:27,Agent_18,25.164,0.991,393.92
2025-12-05T07:06:27,Agent_19,15.361,0.991,644.99
2025-12-05T07:06:27,Agent_20,25.665,0.998,388.7
2025-12-05T07:06:27,Agent_21,24.805,0.982,395.9
2025-12-05T07:06:27,Agent_22,25.859,0.988,382.04
2025-12-05T07:06:27,Agent_23,29.851,0.971,325.37
2025-12-05T07:06:27,Agent_24,15.382,0.995,646.94
2025-12-05T07:06:27,Agent_25,20.382,0.993,487.17
2025-12-05T07:06:27,Agent_26,21.797,0.99,454.32
2025-12-05T07:06:27,Agent_27,17.493,0.994,568.28
2025-12-05T07:06:27,Agent_28,24.478,0.989,403.84
2025-12-05T07:06:27,Agent_29,27.312,0.996,364.72
2025-12-05T07:06:27,Agent_30,14.119,0.976,691.52
2025-12-05T07:06:27,Agent_31,24.698,0.973,393.95
2025-12-05T07:06:27,Agent_32,24.6,0.997,405.4
2025-12-05T07:06:27,Agent_33,14.791,0.983,664.68
2025-12-05T07:06:27,Agent_34,19.654,0.993,505.25
2025-12-05T07:06:27,Agent_35,11.802,0.977,828.12
2025-12-05T07:06:27,Agent_36,13.948,0.982,704.22
2025-12-05T07:06:27,Agent_37,15.837,0.982,619.91
2025-12-05T07:06:27,Agent_38,22.308,0.984,441.05
2025-12-05T07:06:27,Agent_39,16.048,0.982,611.78
2025-12-05T07:06:27,Agent_40,12.818,0.973,758.86
2025-12-05T07:06:27,Agent_41,18.469,0.992,537.33
2025-12-05T07:06:27,Agent_42,29.028,0.997,343.47
2025-12-05T07:06:27,Agent_43,17.873,0.97,542.92
2025-12-05T07:06:27,Agent_44,17.037,0.973,571.1
2025-12-05T07:06:27,Agent_45,11.83,0.989,836.24
2025-12-05T07:06:27,Agent_46,13.305,0.982,738.16
2025-12-05T07:06:27,Agent_47,26.869,0.978,363.84
2025-12-05T07:06:27,Agent_48,28.108,0.974,346.38
2025-12-05T07:06:27,Agent_49,15.36,0.996,648.16
2025-12-05T07:06:27,Agent_50,16.995,0.99,582.75
2025-12-05T07:06:27,Agent_51,19.538,0.979,500.88
2025-12-05T07:06:27,Agent_52,18.256,0.979,536.25
2025-12-05T07:06:27,Agent_53,14.583,0.977,669.78
2025-12-05T07:06:27,Agent_54,11.332,0.975,860.26
2025-12-05T07:06:27,Agent_55,13.115,0.989,754.41
2025-12-06T07:06:24,Agent_1,14.047,0.987,702.51
2025-12-06T07:06:24,Agent_2,29.359,0.997,339.46
2025-12-06T07:06:24,Agent_3,16.022,0.985,614.5
2025-12-06T07:06:24,Agent_4,10.802,0.986,912.8
2025-12-06T07:06:24,Agent_5,19.177,0.985,513.4
2025-12-06T07:06:24,Agent_6,13.73,0.998,726.89
2025-12-06T07:06:24,Agent_7,28.022,0.973,347.21
2025-12-06T07:06:24,Agent_8,10.793,0.982,909.46
2025-12-06T07:06:24,Agent_9,23.307,0.987,423.56
2025-12-06T07:06:24,Agent_10,10.894,0.978,898.11
2025-12-06T07:06:24,Agent_11,11.365,0.984,865.45
2025-12-06T07:06:24,Agent_12,22.63,0.995,439.75
2025-12-06T07:06:24,Agent_13,11.437,0.979,856.14
2025-12-06T07:06:24,Agent_14,26.171,0.997,380.76
2025-12-06T07:06:24,Agent_15,21.108,0.983,465.59
2025-12-06T07:06:24,Agent_16,28.225,0.97,343.72
2025-12-06T07:06:24,Agent_17,17.354,0.99,570.43
2025-12-06T07:06:24,Agent_18,17.971,0.98,545.58
2025-12-06T07:06:24,Agent_19,12.674,0.987,778.52
2025-12-06T07:06:24,Agent_20,13.043,0.972,745.53
2025-12-06T07:06:24,Agent_21,11.751,0.976,831.01
2025-12-06T07:06:24,Agent_22,13.041,0.984,754.64
2025-12-06T07:06:24,Agent_23,29.037,0.971,334.42
2025-12-06T07:06:24,Agent_24,24.546,0.997,406.18
2025-12-06T07:06:24,Agent_25,19.905,0.976,490.52
2025-12-06T07:06:24,Agent_26,20.308,0.978,481.66
2025-12-06T07:06:24,Agent_27,21.654,0.973,449.3
2025-12-06T07:06:24,Agent_28,23.219,0.992,427.19
2025-12-06T07:06:24,Agent_29,23.342,0.972,416.45
2025-12-06T07:06:24,Agent_30,17.46,0.999,572.05
2025-12-06T07:06:24,Agent_31,14.476,0.99,683.84
2025-12-06T07:06:24,Agent_32,23.846,0.985,413.05
2025-12-06T07:06:24,Agent_33,11.703,0.979,836.66
2025-12-06T07:06:24,Agent_34,20.546,0.987,480.37
2025-12-06T07:06:24,Agent_35,10.618,0.992,933.79
2025-12-06T07:06:24,Agent_36,16.58,0.987,595.49
2025-12-06T07:06:24,Agent_37,17.139,0.978,570.78
2025-12-06T07:06:24,Agent_38,28.446,0.992,348.6
2025-12-06T07:06:24,Agent_39,16.673,0.983,589.75
2025-12-06T07:06:24,Agent_40,19.691,0.992,503.53
2025-12-06T07:06:24,Agent_41,29.991,0.974,324.73
2025-12-06T07:06:24,Agent_42,23.845,0.979,410.73
2025-12-06T07:06:24,Agent_43,19.061,0.971,509.49
2025-12-06T07:06:24,Agent_44,25.723,0.985,382.76
2025-12-06T07:06:24,Agent_45,12.027,0.988,821.24
2025-12-06T07:06:24,Agent_46,14.372,0.999,695.11
2025-12-06T07:06:24,Agent_47,27.182,0.973,357.94
2025-12-06T07:06:24,Agent_48,21.554,0.995,461.47
2025-12-06T07:06:24,Agent_49,26.985,0.999,370.18
2025-12-06T07:06:24,Agent_50,14.128,0.987,698.29
2025-12-06T07:06:24,Agent_51,24.828,0.973,392.0
2025-12-06T07:06:24,Agent_52,18.058,0.975,540.1
2025-12-06T07:06:24,Agent_53,13.418,0.977,727.9
2025-12-06T07:06:24,Agent_54,11.161,0.978,876.08
2025-12-06T07:06:24,Agent_55,26.301,0.98,372.47
2025-12-06T07:06:25,Agent_1,29.121,0.999,342.9
2025-12-06T07:06:25,Agent_2,19.184,0.997,519.68
2025-12-06T07:06:25,Agent_3,25.395,0.986,388.35
2025-12-06T07:06:25,Agent_4,21.39,0.989,462.22
2025-12-06T07:06:25,Agent_5,25.715,0.97,377.31
2025-12-06T07:06:25,Agent_6,14.856,0.988,665.22
2025-12-06T07:06:25,Agent_7,16.798,0.978,582.14
2025-12-06T07:06:25,Agent_8,28.874,0.997,345.43
2025-12-06T07:06:25,Agent_9,26.502,0.973,367.26
2025-12-06T07:06:25,Agent_10,23.859,0.973,407.77
2025-12-06T07:06:25,Agent_11,27.447,0.993,361.72
2025-12-06T07:06:25,Agent_12,20.722,0.995,480.05
2025-12-06T07:06:25,Agent_13,10.132,0.999,985.98
2025-12-06T07:06:25,Agent_14,18.006,0.989,549.4
2025-12-06T07:06:25,Agent_15,17.391,0.994,571.62
2025-12-06T07:06:25,Agent_16,30.037,0.99,329.62
2025-12-06T07:06:25,Agent_17,24.527,0.999,407.38
2025-12-06T07:06:25,Agent_18,27.885,0.98,351.54
2025-12-06T07:06:25,Agent_19,17.845,0.976,547.06
2025-12-06T07:06:25,Agent_20,24.811,0.997,401.72
2025-12-06T07:06:25,Agent_21,20.436,0.98,479.32
2025-12-06T07:06:25,Agent_22,17.57,0.988,562.35
2025-12-06T07:06:25,Agent_23,13.979,0.975,697.26
2025-12-06T07:06:25,Agent_24,20.172,0.978,484.83
2025-12-06T07:06:25,Agent_25,24.689,0.992,401.98
2025-12-06T07:06:25,Agent_26,17.517,0.995,567.84
2025-12-06T07:06:25,Agent_27,26.954,0.983,364.75
2025-12-06T07:06:25,Agent_28,27.988,0.977,348.92
2025-12-06T07:06:25,Agent_29,20.865,0.987,473.03
2025-12-06T07:06:25,Agent_30,15.13,0.981,648.56
2025-12-06T07:06:25,Agent_31,10.865,0.995,915.65
2025-12-06T07:06:25,Agent_32,17.168,0.989,575.88
2025-12-06T07:06:25,Agent_33,21.974,0.991,451.02
2025-12-06T07:06:25,Agent_34,20.73,0.973,469.54
2025-12-06T07:06:25,Agent_35,13.582,0.999,735.83
2025-12-06T07:06:25,Agent_36,23.562,0.97,411.77
2025-12-06T07:06:25,Agent_37,29.597,0.993,335.64
2025-12-06T07:06:25,Agent_38,12.007,0.97,808.1
2025-12-06T07:06:25,Agent_39,25.896,0.999,385.86
2025-12-06T07:06:25,Agent_40,10.288,0.99,962.29
2025-12-06T07:06:25,Agent_41,26.84,0.996,371.07
2025-12-06T07:06:25,Agent_42,28.403,0.977,344.02
2025-12-06T07:06:25,Agent_43,21.632,0.98,452.89
2025-12-06T07:06:25,Agent_44,20.23,0.983,485.66
2025-12-06T07:06:25,Agent_45,17.237,0.988,573.16
2025-12-06T07:06:25,Agent_46,25.04,0.992,396.22
2025-12-06T07:06:25,Agent_47,13.768,0.976,709.23
2025-12-06T07:06:25,Agent_48,29.255,0.991,338.89
2025-12-06T07:06:25,Agent_49,29.396,0.972,330.5
2025-12-06T07:06:25,Agent_50,16.806,1.0,595.01
2025-12-06T07:06:25,Agent_51,29.227,0.984,336.53
2025-12-06T07:06:25,Agent_52,18.543,0.984,530.52
2025-12-06T07:06:25,Agent_53,24.567,0.998,406.2
2025-12-06T07:06:25,Agent_54,23.582,0.984,417.26
2025-12-06T07:06:25,Agent_55,22.273,0.997,447.49
2025-12-07T07:06:34,Agent_1,11.337,0.977,861.42
2025-12-07T07:06:34,Agent_2,20.705,0.998,482.24
2025-12-07T07:06:34,Agent_3,10.17,0.976,960.0
2025-12-07T07:06:34,Agent_4,16.745,0.997,595.6
2025-12-07T07:06:34,Agent_5,24.326,0.988,406.3
2025-12-07T07:06:34,Agent_6,27.372,0.987,360.43
2025-12-07T07:06:34,Agent_7,25.875,0.997,385.49
2025-12-07T07:06:34,Agent_8,13.452,0.985,732.61
2025-12-07T07:06:34,Agent_9,17.756,0.995,560.19
2025-12-07T07:06:34,Agent_10,16.681,0.998,598.49
2025-12-07T07:06:34,Agent_11,29.628,0.992,334.83
2025-12-07T07:06:34,Agent_12,29.342,0.972,331.43
2025-12-07T07:06:34,Agent_13,23.188,0.978,421.8
2025-12-07T07:06:34,Agent_14,18.61,0.992,532.88
2025-12-07T07:06:34,Agent_15,25.002,0.998,398.97
2025-12-07T07:06:34,Agent_16,14.268,0.993,696.23
2025-12-07T07:06:34,Agent_17,10.219,0.976,954.76
2025-12-07T07:06:34,Agent_18,25.712,1.0,388.74
2025-12-07T07:06:34,Agent_19,11.06,0.997,901.49
2025-12-07T07:06:34,Agent_20,21.398,0.976,456.09
2025-12-07T07:06:34,Agent_21,12.666,0.971,766.6
2025-12-07T07:06:34,Agent_22,20.079,0.994,494.95
2025-12-07T07:06:34,Agent_23,12.062,0.992,822.74
2025-12-07T07:06:34,Agent_24,15.775,0.979,620.92
2025-12-07T07:06:34,Agent_25,21.836,0.998,457.15
2025-12-07T07:06:34,Agent_26,21.29,0.978,459.47
2025-12-07T07:06:34,Agent_27,27.719,0.971,350.26
2025-12-07T07:06:34,Agent_28,14.814,0.998,673.77
2025-12-07T07:06:34,Agent_29,13.354,0.98,733.77
2025-12-07T07:06:34,Agent_30,29.461,0.985,334.21
2025-12-07T07:06:34,Agent_31,25.156,0.994,395.03
2025-12-07T07:06:34,Agent_32,15.843,0.981,619.37
2025-12-07T07:06:34,Agent_33,29.458,0.999,339.06
2025-12-07T07:06:34,Agent_34,13.57,0.979,721.49
2025-12-07T07:06:34,Agent_35,15.518,0.996,641.74
2025-12-07T07:06:34,Agent_36,19.283,0.996,516.77
2025-12-07T07:06:34,Agent_37,24.758,0.972,392.74
2025-12-07T07:06:34,Agent_38,14.714,0.973,661.22
2025-12-07T07:06:34,Agent_39,14.885,0.988,663.6
2025-12-07T07:06:34,Agent_40,12.921,0.972,752.6
2025-12-07T07:06:34,Agent_41,23.619,0.993,420.44
2025-12-07T07:06:34,Agent_42,21.484,0.989,460.16
2025-12-07T07:06:34,Agent_43,16.956,0.992,585.04
2025-12-07T07:06:34,Agent_44,25.528,0.975,381.87
2025-12-07T07:06:34,Agent_45,26.139,0.999,382.04
2025-12-07T07:06:34,Agent_46,20.857,0.978,468.8
2025-12-07T07:06:34,Agent_47,24.545,0.993,404.51
2025-12-07T07:06:34,Agent_48,21.406,0.983,459.03
2025-12-07T07:06:34,Agent_49,25.135,0.985,391.9
2025-12-07T07:06:34,Agent_50,26.464,0.97,366.59
2025-12-07T07:06:34,Agent_51,14.884,0.993,666.97
2025-12-07T07:06:34,Agent_52,27.642,0.98,354.42
2025-12-07T07:06:34,Agent_53,10.627,0.98,922.21
2025-12-07T07:06:34,Agent_54,18.179,0.997,548.29
2025-12-07T07:06:34,Agent_55,20.835,0.99,475.05
2025-12-07T07:06:36,Agent_1,18.495,0.999,540.28
2025-12-07T07:06:36,Agent_2,22.873,0.974,426.04
2025-12-07T07:06:36,Agent_3,30.032,0.999,332.7
2025-12-07T07:06:36,Agent_4,29.318,0.971,331.14
2025-12-07T07:06:36,Agent_5,28.201,0.979,347.14
2025-12-07T07:06:36,Agent_6,26.179,0.991,378.44
2025-12-07T07:06:36,Agent_7,15.333,0.977,637.25
2025-12-07T07:06:36,Agent_8,11.668,0.996,853.84
2025-12-07T07:06:36,Agent_9,12.78,0.988,773.17
2025-12-07T07:06:36,Agent_10,25.4,0.996,392.28
2025-12-07T07:06:36,Agent_11,29.609,0.98,331.04
2025-12-07T07:06:36,Agent_12,14.699,0.992,675.09
2025-12-07T07:06:36,Agent_13,18.561,0.991,533.94
2025-12-07T07:06:36,Agent_14,25.39,0.998,393.1
2025-12-07T07:06:36,Agent_15,29.39,0.978,332.75
2025-12-07T07:06:36,Agent_16,10.181,0.977,959.65
2025-12-07T07:06:36,Agent_17,22.575,0.996,441.22
2025-12-07T07:06:36,Agent_18,29.35,0.982,334.41
2025-12-07T07:06:36,Agent_19,24.455,0.973,397.87
2025-12-07T07:06:36,Agent_20,26.33,0.98,372.3
2025-12-07T07:06:36,Agent_21,18.201,0.985,541.08
2025-12-07T07:06:36,Agent_22,23.594,0.992,420.32
2025-12-07T07:06:36,Agent_23,15.396,0.98,636.55
2025-12-07T07:06:36,Agent_24,15.3,0.974,636.77
2025-12-07T07:06:36,Agent_25,16.78,0.975,581.14
2025-12-07T07:06:36,Agent_26,26.913,0.977,363.15
2025-12-07T07:06:36,Agent_27,19.53,0.981,502.12
2025-12-07T07:06:36,Agent_28,18.498,0.987,533.47
2025-12-07T07:06:36,Agent_29,20.087,0.986,490.71
2025-12-07T07:06:36,Agent_30,22.221,0.995,447.83
2025-12-07T07:06:36,Agent_31,14.555,0.98,673.18
2025-12-07T07:06:36,Agent_32,28.369,0.974,343.2
2025-12-07T07:06:36,Agent_33,19.616,0.999,509.41
2025-12-07T07:06:36,Agent_34,19.516,0.99,507.07
2025-12-07T07:06:36,Agent_35,27.263,0.997,365.88
2025-12-07T07:06:36,Agent_36,29.652,0.979,330.23
2025-12-07T07:06:36,Agent_37,13.382,0.994,742.75
2025-12-07T07:06:36,Agent_38,17.35,0.98,564.64
2025-12-07T07:06:36,Agent_39,26.706,0.981,367.2
2025-12-07T07:06:36,Agent_40,11.716,0.976,833.27
2025-12-07T07:06:36,Agent_41,28.379,0.97,341.95
2025-12-07T07:06:36,Agent_42,26.358,0.972,368.66
2025-12-07T07:06:36,Agent_43,29.024,0.992,341.75
2025-12-07T07:06:36,Agent_44,20.62,0.999,484.3
2025-12-07T07:06:36,Agent_45,27.946,0.976,349.07
2025-12-07T07:06:36,Agent_46,20.379,0.977,479.46
2025-12-07T07:06:36,Agent_47,27.736,0.988,356.17
2025-12-07T07:06:36,Agent_48,20.764,0.98,472.05
2025-12-07T07:06:36,Agent_49,20.771,0.991,477.06
2025-12-07T07:06:36,Agent_50,16.737,0.971,580.02
2025-12-07T07:06:36,Agent_51,19.906,0.978,491.45
2025-12-07T07:06:36,Agent_52,29.547,0.989,334.76
2025-12-07T07:06:36,Agent_53,25.337,0.975,384.68
2025-12-07T07:06:36,Agent_54,29.742,0.999,335.8
2025-12-07T07:06:36,Agent_55,22.802,0.976,427.87
2025-12-08T07:06:09,Agent_1,23.086,0.981,424.75
2025-12-08T07:06:09,Agent_2,28.171,0.994,352.73
2025-12-08T07:06:09,Agent_3,15.86,0.99,624.0
2025-12-08T07:06:09,Agent_4,27.106,0.981,361.78
2025-12-08T07:06:09,Agent_5,16.975,0.993,584.91
2025-12-08T07:06:09,Agent_6,14.158,0.981,693.11
2025-12-08T07:06:09,Agent_7,28.386,0.981,345.62
2025-12-08T07:06:09,Agent_8,26.947,0.988,366.75
2025-12-08T07:06:09,Agent_9,13.409,0.988,736.75
2025-12-08T07:06:09,Agent_10,22.933,0.983,428.52
2025-12-08T07:06:09,Agent_11,14.681,0.977,665.58
2025-12-08T07:06:09,Agent_12,12.007,0.98,816.01
2025-12-08T07:06:09,Agent_13,25.832,0.971,375.95
2025-12-08T07:06:09,Agent_14,24.688,0.985,398.97
2025-12-08T07:06:09,Agent_15,25.442,0.986,387.61
2025-12-08T07:06:09,Agent_16,27.724,0.976,352.01
2025-12-08T07:06:09,Agent_17,22.586,0.983,435.11
2025-12-08T07:06:09,Agent_18,25.364,0.99,390.37
2025-12-08T07:06:09,Agent_19,10.388,0.995,958.32
2025-12-08T07:06:09,Agent_20,21.384,0.993,464.33
2025-12-08T07:06:09,Agent_21,24.339,0.98,402.78
2025-12-08T07:06:09,Agent_22,25.122,0.991,394.55
2025-12-08T07:06:09,Agent_23,18.313,0.972,530.91
2025-12-08T07:06:09,Agent_24,25.742,0.994,386.11
2025-12-08T07:06:09,Agent_25,27.126,0.976,359.87
2025-12-08T07:06:09,Agent_26,15.734,0.977,620.68
2025-12-08T07:06:09,Agent_27,18.942,0.999,527.38
2025-12-08T07:06:09,Agent_28,25.314,0.986,389.41
2025-12-08T07:06:09,Agent_29,14.742,0.978,663.48
2025-12-08T07:06:09,Agent_30,23.678,0.991,418.48
2025-12-08T07:06:09,Agent_31,15.963,0.983,615.82
2025-12-08T07:06:09,Agent_32,17.209,0.999,580.43
2025-12-08T07:06:09,Agent_33,29.384,0.978,332.73
2025-12-08T07:06:09,Agent_34,19.268,0.973,504.8
2025-12-08T07:06:09,Agent_35,23.12,0.972,420.34
2025-12-08T07:06:09,Agent_36,14.63,0.971,663.62
2025-12-08T07:06:09,Agent_37,21.479,0.986,459.06
2025-12-08T07:06:09,Agent_38,22.699,0.984,433.57
2025-12-08T07:06:09,Agent_39,12.672,0.99,780.93
2025-12-08T07:06:09,Agent_40,11.861,0.991,835.31
2025-12-08T07:06:09,Agent_41,15.831,0.973,614.56
2025-12-08T07:06:09,Agent_42,19.313,0.98,507.63
2025-12-08T07:06:09,Agent_43,15.073,0.988,655.18
2025-12-08T07:06:09,Agent_44,15.977,0.989,619.31
2025-12-08T07:06:09,Agent_45,27.835,0.982,352.65
2025-12-08T07:06:09,Agent_46,19.285,0.985,510.58
2025-12-08T07:06:09,Agent_47,11.078,0.972,877.08
2025-12-08T07:06:09,Agent_48,21.469,0.989,460.7
2025-12-08T07:06:09,Agent_49,16.358,0.989,604.48
2025-12-08T07:06:09,Agent_50,26.805,0.998,372.35
2025-12-08T07:06:09,Agent_51,28.169,0.994,352.87
2025-12-08T07:06:09,Agent_52,27.576,1.0,362.61
2025-12-08T07:06:09,Agent_53,21.548,0.972,451.22
2025-12-08T07:06:09,Agent_54,24.446,0.991,405.26
2025-12-08T07:06:09,Agent_55,22.776,0.979,429.94
2025-12-08T07:06:11,Agent_1,16.511,0.995,602.89
2025-12-08T07:06:11,Agent_2,23.641,0.985,416.81
2025-12-08T07:06:11,Agent_3,23.579,0.998,423.24
2025-12-08T07:06:11,Agent_4,18.631,0.982,527.21
2025-12-08T07:06:11,Agent_5,23.383,0.984,420.71
2025-12-08T07:06:11,Agent_6,16.084,0.978,607.79
2025-12-08T07:06:11,Agent_7,25.098,0.998,397.78
2025-12-08T07:06:11,Agent_8,25.89,0.978,377.66
2025-12-08T07:06:11,Agent_9,12.3,0.991,805.94
2025-12-08T07:06:11,Agent_10,13.716,0.985,718.46
2025-12-08T07:06:11,Agent_11,10.511,0.994,945.35
2025-12-08T07:06:11,Agent_12,26.705,0.998,373.71
2025-12-08T07:06:11,Agent_13,24.106,0.994,412.46
2025-12-08T07:06:11,Agent_14,21.874,0.973,444.88
2025-12-08T07:06:11,Agent_15,29.504,0.973,329.92
2025-12-08T07:06:11,Agent_16,15.291,0.985,644.29
2025-12-08T07:06:11,Agent_17,18.603,0.975,524.19
2025-12-08T07:06:11,Agent_18,16.613,0.986,593.69
2025-12-08T07:06:11,Agent_19,29.987,0.979,326.38
2025-12-08T07:06:11,Agent_20,15.419,0.985,638.79
2025-12-08T07:06:11,Agent_21,29.536,0.999,338.34
2025-12-08T07:06:11,Agent_22,20.238,0.989,488.51
2025-12-08T07:06:11,Agent_23,17.046,0.989,579.99
2025-12-08T07:06:11,Agent_24,17.948,0.991,552.21
2025-12-08T07:06:11,Agent_25,18.662,0.979,524.35
2025-12-08T07:06:11,Agent_26,17.486,0.985,563.15
2025-12-08T07:06:11,Agent_27,24.415,0.993,406.81
2025-12-08T07:06:11,Agent_28,16.015,0.995,621.49
2025-12-08T07:06:11,Agent_29,20.113,0.979,486.91
2025-12-08T07:06:11,Agent_30,15.669,0.98,625.2
2025-12-08T07:06:11,Agent_31,14.105,0.978,693.7
2025-12-08T07:06:11,Agent_32,18.404,0.984,534.67
2025-12-08T07:06:11,Agent_33,11.972,0.971,811.09
2025-12-08T07:06:11,Agent_34,20.079,0.98,487.94
2025-12-08T07:06:11,Agent_35,16.713,0.971,580.81
2025-12-08T07:06:11,Agent_36,19.502,0.972,498.31
2025-12-08T07:06:11,Agent_37,20.96,0.992,473.41
2025-12-08T07:06:11,Agent_38,22.626,0.977,431.6
2025-12-08T07:06:11,Agent_39,22.851,0.996,435.86
2025-12-08T07:06:11,Agent_40,29.481,0.984,333.89
2025-12-08T07:06:11,Agent_41,17.426,0.98,562.45
2025-12-08T07:06:11,Agent_42,31.771,0.976,307.11
2025-12-08T07:06:11,Agent_43,21.98,0.991,450.69
2025-12-08T07:06:11,Agent_44,27.241,0.99,363.43
2025-12-08T07:06:11,Agent_45,14.851,0.979,659.48
2025-12-08T07:06:11,Agent_46,28.863,0.975,337.88
2025-12-08T07:06:11,Agent_47,23.972,0.972,405.51
